Algebraic Connectivity,Average Degree,Clique Number,Density,Diameter,Domination Number,Edge Connectivity,Girth,Group Size,Independence Number,Index,Laplacian Largest Eigenvalue,Matching Number,Maximum Degree,Minimum Degree,Number of Edges,Number of Spanning Trees,Number of Triangles,Number of Vertices,Number of Zero Eigenvalues,Radius,Second Largest Eigenvalue,Smallest Eigenvalue,Vertex Connectivity,Vertex Cover Number,Smallest Resistance Curvature,Largest Resistance Curvature,Smallest Forman Curvature,Largest Forman Curvature,Number of 3-gons,Number of 4-gons,Number of 5-gons,Number of 6-gons,Number of 7-gons,Number of 8-gons,Number of 9-gons,Number of 10-gons,Number of 11-gons,Number of 12-gons,name,boolean
0.382,3.25,2.0,0.083,6.0, 11,3.0,4.0,1.0,17.0,3.357,6.738,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,1.0,5.0,2.921,-3.097,3.0,23.0,-0.1619492646980832,0.1343814443732887,-2,2,0,5,22,0,0,0,0,0,0,0,P2365,True
0.382,3.25,2.0,0.083,6.0, 11,3.0,4.0,1.0,17.0,3.357,6.738,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,2.0,5.0,2.921,-3.097,3.0,23.0,-0.1624280726446233,0.1347227696981426,-2,2,0,5,22,0,0,0,0,0,0,0,P2366,True
0.327,3.256,2.0,0.078,7.0, 12,3.0,4.0,2.0,18.0,3.353,6.728,21.0,4.0,3.0,70.0,2147483647.0,0.0,43.0,1.0,6.0,2.978,-3.095,3.0,25.0,-0.1605460893150333,0.1318900223012437,-1,2,0,5,24,0,0,0,0,0,0,0,P2367,True
0.306,3.261,2.0,0.072,7.0, 13,3.0,4.0,2.0,19.0,3.373,6.747,23.0,4.0,3.0,75.0,2147483647.0,0.0,46.0,1.0,6.0,2.974,-3.099,3.0,27.0,-0.1500227548468546,0.1250715471994355,-2,2,0,5,26,0,0,0,0,0,0,0,P2368,True
0.315,3.261,2.0,0.072,7.0, 13,3.0,4.0,2.0,19.0,3.373,6.747,23.0,4.0,3.0,75.0,2147483647.0,0.0,46.0,1.0,6.0,2.974,-3.099,3.0,27.0,-0.151011115680475,0.1257374145086436,-2,2,0,5,26,0,0,0,0,0,0,0,P2369,True
0.234,3.184,2.0,0.066,8.0, 14,3.0,4.0,4.0,21.0,3.318,6.726,24.0,4.0,3.0,78.0,2147483647.0,0.0,49.0,1.0,7.0,3.0,-3.094,3.0,28.0,-0.1619373515454062,0.1245936812818857,-3,2,0,5,24,0,0,2,0,0,0,0,P2370,True
0.234,3.184,2.0,0.066,8.0, 14,3.0,4.0,4.0,21.0,3.318,6.726,24.0,4.0,3.0,78.0,2147483647.0,0.0,49.0,1.0,7.0,3.0,-3.094,3.0,28.0,-0.1616224930342798,0.1243396156183105,-3,2,0,5,24,0,0,2,0,0,0,0,P2371,True
0.305,3.22,2.0,0.08,7.0, 12,3.0,4.0,2.0,18.0,3.314,6.608,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.868,-3.07,3.0,23.0,-0.1459801050537007,0.0842473783324545,-3,2,0,5,20,2,0,0,0,0,0,0,P2372,True
0.305,3.22,2.0,0.08,7.0, 11,3.0,4.0,2.0,18.0,3.314,6.608,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.868,-3.07,3.0,23.0,-0.1463295418698609,0.0842064805304523,-3,2,0,5,20,2,0,0,0,0,0,0,P2373,True
0.301,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,18.0,3.318,6.639,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.86,-3.072,3.0,23.0,-0.1471566002202029,0.1067081516719204,-3,2,0,6,19,1,1,0,0,0,0,0,P2374,True
0.305,3.22,2.0,0.08,7.0, 11,3.0,4.0,2.0,18.0,3.314,6.608,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.868,-3.07,3.0,23.0,-0.1471368928597699,0.0798883730699562,-3,2,0,5,20,2,0,0,0,0,0,0,P2375,True
0.305,3.22,2.0,0.08,7.0, 12,3.0,4.0,2.0,18.0,3.314,6.608,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.868,-3.07,3.0,23.0,-0.1467914135209327,0.079915559052405,-3,2,0,5,20,2,0,0,0,0,0,0,P2376,True
0.311,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,18.0,3.318,6.639,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.86,-3.071,3.0,23.0,-0.1473081769828839,0.1027626937203352,-4,2,0,6,19,1,1,0,0,0,0,0,P2377,True
0.304,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,18.0,3.318,6.673,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.883,-3.099,3.0,23.0,-0.1503567138727961,0.1183651700659525,-4,2,0,6,19,1,1,0,0,0,0,0,P2378,True
0.315,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,18.0,3.315,6.659,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.894,-3.096,3.0,23.0,-0.1474746628937919,0.1180335813952915,-4,2,0,6,19,1,1,0,0,0,0,0,P2379,True
0.318,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,18.0,3.315,6.657,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.894,-3.096,3.0,23.0,-0.1495995584691354,0.1194504580026565,-3,2,0,6,19,1,1,0,0,0,0,0,P2380,True
0.313,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,18.0,3.318,6.672,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.882,-3.099,3.0,23.0,-0.1542867121747818,0.1197903934913888,-3,2,0,6,19,1,1,0,0,0,0,0,P2381,True
0.284,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.303,6.596,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.9,-3.068,3.0,24.0,-0.1509753137721832,0.0839874133661812,-3,2,0,5,20,2,0,0,0,0,0,0,P2382,True
0.284,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.303,6.597,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.9,-3.068,3.0,24.0,-0.1512103183808855,0.0839652188390374,-3,2,0,5,20,2,0,0,0,0,0,0,P2383,True
0.284,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.303,6.597,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.9,-3.068,3.0,24.0,-0.1513964882803423,0.0824486709054433,-3,2,0,5,20,2,0,0,0,0,0,0,P2384,True
0.284,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.303,6.597,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.9,-3.068,3.0,24.0,-0.1511621510243867,0.0825107231221069,-3,2,0,5,20,2,0,0,0,0,0,0,P2385,True
0.284,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.307,6.624,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.895,-3.069,3.0,24.0,-0.1520390908012985,0.1053650073216497,-3,2,0,6,19,1,1,0,0,0,0,0,P2386,True
0.281,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.308,6.629,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.895,-3.069,3.0,24.0,-0.1520475220489272,0.1048849042337804,-3,2,0,6,19,1,1,0,0,0,0,0,P2387,True
0.292,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.308,6.63,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.893,-3.069,3.0,24.0,-0.1517644083206343,0.1067581051510085,-3,2,0,6,19,1,1,0,0,0,0,0,P2388,True
0.299,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.307,6.627,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.891,-3.069,3.0,24.0,-0.1518338742704182,0.1052152127502732,-4,2,0,6,19,1,1,0,0,0,0,0,P2389,True
0.287,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.308,6.651,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.91,-3.095,3.0,24.0,-0.156164103171343,0.120523417198317,-3,2,0,6,19,1,1,0,0,0,0,0,P2390,True
0.293,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.307,6.657,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.913,-3.095,3.0,24.0,-0.155878508224373,0.1206616091532386,-3,2,0,6,19,1,1,0,0,0,0,0,P2391,True
0.301,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.306,6.667,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.915,-3.097,3.0,24.0,-0.153895845722576,0.1204846285453014,-4,2,0,6,19,1,1,0,0,0,0,0,P2392,True
0.296,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.304,6.643,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.927,-3.094,3.0,24.0,-0.1535963560170355,0.1207209139510593,-3,2,0,6,19,1,1,0,0,0,0,0,P2393,True
0.293,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.307,6.659,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,5.0,2.92,-3.096,3.0,24.0,-0.1551245495171734,0.1203844106889676,-3,2,0,6,19,1,1,0,0,0,0,0,P2394,True
0.299,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.306,6.66,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.919,-3.096,3.0,24.0,-0.1547113409197734,0.1208669295157643,-3,2,0,6,19,1,1,0,0,0,0,0,P2395,True
0.299,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.304,6.643,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.918,-3.094,3.0,24.0,-0.1528842621123664,0.1202135539893246,-4,2,0,6,19,1,1,0,0,0,0,0,P2396,True
0.286,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.308,6.656,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,5.0,2.908,-3.096,3.0,24.0,-0.1573535298769386,0.1209300311445466,-3,2,0,6,19,1,1,0,0,0,0,0,P2397,True
0.218,3.016,2.0,0.05,9.0, 18,3.0,4.0,8.0,25.0,3.032,5.798,30.0,4.0,3.0,92.0,2147483647.0,0.0,61.0,2.0,8.0,2.825,-2.588,3.0,36.0,-0.1667449567225818,0.0475664545080823,-4,0,0,1,24,0,4,4,0,0,0,0,P2398,True
0.128,3.0,2.0,0.04,11.0, 22,3.0,5.0,4.0,32.0,3.0,5.559,38.0,3.0,3.0,114.0,2147483647.0,0.0,76.0,0.0,8.0,2.872,-2.559,3.0,44.0,-0.0162532835004815,0.0302587951089377,-7,0,0,0,32,0,0,7,0,0,0,1,P2399,True
0.133,3.0,2.0,0.043,10.0, 21,3.0,4.0,4.0,28.0,3.0,5.588,35.0,3.0,3.0,105.0,2147483647.0,0.0,70.0,0.0,9.0,2.867,-2.588,3.0,42.0,-0.0092869965471362,0.0312902082251812,-6,0,0,1,28,0,4,2,0,0,2,0,P2400,True
0.145,3.0,2.0,0.043,10.0, 21,3.0,4.0,2.0,29.0,3.0,5.59,35.0,3.0,3.0,105.0,2147483647.0,0.0,70.0,0.0,9.0,2.855,-2.59,3.0,41.0,-0.0101014613542196,0.0310380566255386,-6,0,0,1,28,0,4,2,0,0,2,0,P2401,True
0.276,3.317,2.0,0.083,7.0, 11,3.0,4.0,2.0,17.0,3.591,7.627,20.0,5.0,3.0,68.0,2147483647.0,0.0,41.0,1.0,6.0,3.015,-3.497,3.0,24.0,-0.1832924001910845,0.1193863602975633,-2,2,0,9,20,0,0,0,0,0,0,0,P2402,True
0.276,3.317,2.0,0.083,7.0, 12,3.0,4.0,2.0,17.0,3.591,7.627,20.0,5.0,3.0,68.0,2147483647.0,0.0,41.0,0.0,6.0,3.015,-3.497,3.0,24.0,-0.1830632285447547,0.1204051753681019,-2,2,0,9,20,0,0,0,0,0,0,0,P2403,True
0.312,3.316,2.0,0.09,7.0, 11,3.0,4.0,2.0,16.0,3.591,7.627,19.0,5.0,3.0,63.0,2147483647.0,0.0,38.0,1.0,5.0,2.964,-3.497,3.0,22.0,-0.188268067184644,0.1232039569446982,-2,2,0,9,18,0,0,0,0,0,0,0,P2404,True
0.312,3.316,2.0,0.09,7.0, 11,3.0,4.0,2.0,16.0,3.591,7.627,19.0,5.0,3.0,63.0,2147483647.0,0.0,38.0,1.0,5.0,2.964,-3.497,3.0,22.0,-0.1874924059920725,0.1223965237818328,-2,2,0,9,18,0,0,0,0,0,0,0,P2405,True
0.438,4.0,3.0,0.114,6.0, 8,4.0,3.0,48.0,12.0,4.0,6.0,18.0,4.0,4.0,72.0,2147483647.0,32.0,36.0,3.0,6.0,3.562,-2.0,3.0,24.0,-0.0298507462686569,0.0597014925373144,-3,2,32,0,0,0,0,6,0,0,0,0,P2406,True
1.340649,5.5,4.0,0.239130435,4.0,4,3.0,3.0,1.0,8.0,5.919282,11.50743,12.0,10.0,3.0,66.0,433000000000000.0,45.0,24.0,0.0,3.0,4.008517,-3.15399,3.0,16.0,-0.75156,0.429214223,-8,2,44,0,0,0,0,0,0,0,0,0,P2407,True
0.877099,5.612903226,3.0,0.187096774,4.0,5,4.0,3.0,1.0,11.0,5.897043,12.31949,15.0,11.0,4.0,87.0,4.019099926665166e+19,58.0,31.0,0.0,3.0,4.592766,-3.13758,4.0,20.0,-1.00382,0.347117054,-8,1,58,0,0,0,0,0,0,0,0,0,P2408,True
1.105783,5.571428571,4.0,0.206349206,4.0,4,3.0,3.0,1.0,10.0,6.126566,13.28627,14.0,12.0,3.0,78.0,1.8356010015203578e+17,54.0,28.0,0.0,3.0,4.345435,-3.19954,3.0,18.0,-0.93148,0.374128371,-11,2,52,0,0,0,0,0,0,0,0,0,P2409,True
0.996312,5.571428571,4.0,0.206349206,4.0,5,3.0,3.0,1.0,9.0,6.167328,11.48066,14.0,10.0,3.0,78.0,1.5071940462484486e+17,58.0,28.0,0.0,3.0,4.355131,-2.90703,3.0,19.0,-0.55099,0.356732018,-9,3,52,0,0,0,0,0,0,0,0,0,P2410,True
1.448525,5.428571429,4.0,0.271428571,4.0,3,3.0,3.0,1.0,8.0,5.925976,10.83162,10.0,9.0,3.0,57.0,3150000000000.0,42.0,21.0,0.0,3.0,3.674428,-2.7972,3.0,13.0,-0.55154,0.435390738,-8,2,38,0,0,0,0,0,0,0,0,0,P2411,True
1.02561,5.625,4.0,0.181451613,5.0,5,3.0,3.0,1.0,11.0,6.118305,12.51044,16.0,11.0,3.0,90.0,1.0828135004988216e+20,62.0,32.0,0.0,3.0,4.486751,-3.14903,3.0,21.0,-0.73124,0.356181246,-10,2,60,0,0,0,0,0,0,0,0,0,P2412,True
1.114335,5.571428571,4.0,0.206349206,4.0,4,3.0,3.0,1.0,11.0,6.106397,12.39712,14.0,11.0,3.0,78.0,1.6391794746041776e+17,56.0,28.0,0.0,3.0,4.320385,-3.02024,3.0,17.0,-0.74401,0.357185235,-10,2,52,0,0,0,0,0,0,0,0,0,P2413,True
1.464619,5.428571429,4.0,0.271428571,4.0,3,3.0,3.0,1.0,7.0,5.828317,10.68021,10.0,9.0,3.0,57.0,3770000000000.0,41.0,21.0,0.0,3.0,3.717693,-2.99223,3.0,14.0,-0.5926,0.453322,-7,2,38,0,0,0,0,0,0,0,0,0,P2414,True
1.265662,5.47826087,4.0,0.249011858,4.0,4,3.0,3.0,1.0,8.0,5.727627,10.05265,11.0,8.0,3.0,63.0,123000000000000.0,43.0,23.0,0.0,3.0,4.045865,-2.89629,3.0,15.0,-0.47966,0.521800099,-6,2,42,0,0,0,0,0,0,0,0,0,P2415,True
1.045203,5.647058824,4.0,0.171122995,4.0,5,3.0,3.0,1.0,12.0,6.081639,11.43448,17.0,10.0,3.0,96.0,2.5769641915546306e+21,67.0,34.0,0.0,3.0,4.619074,-3.01524,3.0,22.0,-0.58482,0.357056261,-8,2,64,0,0,0,0,0,0,0,0,0,P2416,True
1.512143,5.454545455,4.0,0.25974026,4.0,4,3.0,3.0,1.0,7.0,5.760026,9.872816,11.0,8.0,3.0,60.0,22300000000000.0,42.0,22.0,0.0,3.0,3.824662,-2.75191,3.0,15.0,-0.45351,0.506783,-6,2,40,0,0,0,0,0,0,0,0,0,P2417,True
1.317338,5.4,3.0,0.284210526,4.0,3,4.0,3.0,1.0,6.0,5.59954,9.175252,10.0,7.0,4.0,54.0,1210000000000.0,36.0,20.0,0.0,2.0,3.771536,-2.68141,4.0,14.0,-0.32626,0.413748692,-4,1,36,0,0,0,0,0,0,0,0,0,P2418,True
1.802357,5.076923077,4.0,0.423076923,3.0,2,3.0,3.0,1.0,6.0,5.616516,10.26701,6.0,9.0,3.0,33.0,11064192.0,27.0,13.0,0.0,2.0,2.598526,-2.3756,3.0,7.0,-0.68691,0.493444978,-6,2,22,0,0,0,0,0,0,0,0,0,P2419,True
1.065247,5.612903226,4.0,0.187096774,4.0,4,3.0,3.0,1.0,11.0,5.947689,10.86898,15.0,9.0,3.0,87.0,3.2189580687800943e+19,59.0,31.0,0.0,3.0,4.418308,-3.19341,3.0,20.0,-0.52864,0.426984991,-7,2,58,0,0,0,0,0,0,0,0,0,P2420,True
1.093236,5.571428571,4.0,0.206349206,4.0,5,3.0,3.0,1.0,9.0,5.860685,10.04013,14.0,8.0,3.0,78.0,3.0133316265604506e+17,53.0,28.0,0.0,3.0,4.350492,-2.87743,3.0,19.0,-0.41729,0.449972008,-6,2,52,0,0,0,0,0,0,0,0,0,P2421,True
0.980161,5.555555556,4.0,0.213675214,4.0,4,3.0,3.0,1.0,9.0,6.044263,10.78236,13.0,9.0,3.0,75.0,3.5335100719201284e+16,54.0,27.0,0.0,3.0,4.410506,-2.9754,3.0,18.0,-0.47359,0.371430277,-7,3,50,0,0,0,0,0,0,0,0,0,P2422,True
3.0,4.666666667,3.0,0.583333333,2.0,2,4.0,3.0,12.0,3.0,4.701562,7.0,4.0,5.0,4.0,21.0,42336.0,14.0,9.0,0.0,2.0,-2.0,-2.0,4.0,6.0,0.156480981,0.535063999,0,1,14,0,0,0,0,0,0,0,0,0,P2423,True
1.281235,5.47826087,4.0,0.249011858,4.0,4,3.0,3.0,1.0,8.0,5.888938,10.55592,11.0,9.0,3.0,63.0,83000000000000.0,45.0,23.0,0.0,3.0,3.976918,-2.82399,3.0,15.0,-0.53107,0.433813543,-6,2,42,0,0,0,0,0,0,0,0,0,P2424,True
1.066863,5.6,4.0,0.193103448,4.0,5,3.0,3.0,1.0,11.0,6.037874,11.52365,15.0,10.0,3.0,84.0,5.461277007591849e+18,57.0,30.0,0.0,3.0,4.348986,-2.9522,3.0,19.0,-0.64768,0.40791086,-8,2,56,0,0,0,0,0,0,0,0,0,P2425,True
1.17086,5.52,4.0,0.23,4.0,4,3.0,3.0,1.0,9.0,5.940539,10.56799,12.0,9.0,3.0,69.0,2006363795549432.0,49.0,25.0,0.0,3.0,4.190902,-2.76179,3.0,16.0,-0.52712,0.429808509,-6,2,46,0,0,0,0,0,0,0,0,0,P2426,True
1.493213,5.333333333,3.0,0.31372549,3.0,3,4.0,3.0,1.0,6.0,5.473747,8.973535,9.0,7.0,4.0,48.0,56700000000.0,32.0,18.0,0.0,3.0,3.529584,-2.6894,4.0,12.0,-0.35518,0.457363668,-3,1,32,0,0,0,0,0,0,0,0,0,P2427,True
1.15373,5.6,4.0,0.193103448,4.0,5,3.0,3.0,1.0,12.0,6.176224,11.63191,15.0,10.0,3.0,84.0,3.2119799941257226e+18,60.0,30.0,0.0,3.0,4.40208,-3.15148,3.0,18.0,-0.49864,0.331732195,-8,2,56,0,0,0,0,0,0,0,0,0,P2428,True
1.317942,5.428571429,3.0,0.271428571,4.0,4,4.0,3.0,1.0,7.0,5.625499,9.301839,10.0,7.0,4.0,57.0,5910000000000.0,38.0,21.0,0.0,3.0,3.85604,-2.8583,4.0,14.0,-0.32031,0.411904936,-4,1,38,0,0,0,0,0,0,0,0,0,P2429,True
1.653201,5.294117647,4.0,0.330882353,3.0,3,3.0,3.0,1.0,6.0,5.815156,11.3753,8.0,10.0,3.0,45.0,6220000000.0,33.0,17.0,0.0,2.0,3.124569,-2.82455,3.0,11.0,-0.81411,0.486948761,-8,2,30,0,0,0,0,0,0,0,0,0,P2430,True
1.195809,5.428571429,4.0,0.271428571,4.0,3,3.0,3.0,1.0,8.0,5.835362,10.37359,10.0,9.0,3.0,57.0,3460000000000.0,42.0,21.0,0.0,3.0,4.074452,-2.55391,3.0,13.0,-0.57134,0.449988738,-6,2,38,0,0,0,0,0,0,0,0,0,P2431,True
1.473087,5.333333333,4.0,0.31372549,3.0,3,3.0,3.0,1.0,6.0,5.699322,9.935577,9.0,8.0,3.0,48.0,37100000000.0,34.0,18.0,0.0,2.0,3.472417,-2.7697,3.0,12.0,-0.45297,0.510516,-6,2,32,0,0,0,0,0,0,0,0,0,P2432,True
1.911582,5.2,4.0,0.371428571,3.0,2,3.0,3.0,1.0,6.0,5.536948,9.511117,7.0,8.0,3.0,39.0,350000000.0,28.0,15.0,0.0,2.0,2.833898,-2.7641,3.0,9.0,-0.53624,0.554538865,-5,2,26,0,0,0,0,0,0,0,0,0,P2433,True
1.242366,5.47826087,4.0,0.249011858,4.0,4,3.0,3.0,1.0,8.0,6.020014,12.34677,11.0,11.0,3.0,63.0,72000000000000.0,45.0,23.0,0.0,3.0,3.936067,-3.00154,3.0,15.0,-0.85076,0.420642255,-9,3,42,0,0,0,0,0,0,0,0,0,P2434,True
1.401892,5.428571429,4.0,0.271428571,3.0,4,3.0,3.0,1.0,8.0,5.991172,11.34588,10.0,10.0,3.0,57.0,2800000000000.0,42.0,21.0,0.0,3.0,3.684386,-2.83767,3.0,13.0,-0.67068,0.411444462,-8,3,38,0,0,0,0,0,0,0,0,0,P2435,True
1.305385,5.5,4.0,0.239130435,4.0,4,3.0,3.0,1.0,8.0,5.838329,10.81016,12.0,9.0,3.0,66.0,508000000000000.0,46.0,24.0,0.0,3.0,4.058179,-2.76989,3.0,16.0,-0.63063,0.480146678,-8,2,44,0,0,0,0,0,0,0,0,0,P2436,True
0.869979,5.675675676,4.0,0.157657658,4.0,6,3.0,3.0,1.0,13.0,6.262796,12.91239,18.0,11.0,3.0,105.0,1.941635178228664e+23,74.0,37.0,0.0,3.0,4.954496,-3.11371,3.0,24.0,-0.60857,0.29664,-12,2,70,0,0,0,0,0,0,0,0,0,P2437,True
1.150091,5.586206897,4.0,0.199507389,4.0,4,3.0,3.0,1.0,11.0,6.149613,12.30149,14.0,11.0,3.0,81.0,7.104567310408279e+17,59.0,29.0,0.0,3.0,4.324633,-3.01793,3.0,18.0,-0.68572,0.337944649,-9,3,54,0,0,0,0,0,0,0,0,0,P2438,True
1.418227,5.454545455,4.0,0.25974026,4.0,3,3.0,3.0,1.0,7.0,5.760837,10.41675,11.0,9.0,3.0,60.0,22200000000000.0,42.0,22.0,0.0,3.0,3.837997,-2.72329,3.0,15.0,-0.66507,0.492832402,-5,2,40,0,0,0,0,0,0,0,0,0,P2439,True
1.784864,5.25,4.0,0.35,3.0,3,3.0,3.0,1.0,6.0,5.575112,9.814309,8.0,8.0,3.0,42.0,1740000000.0,30.0,16.0,0.0,2.0,3.067402,-2.65696,3.0,10.0,-0.52916,0.557821361,-6,2,28,0,0,0,0,0,0,0,0,0,P2440,True
2.218133,4.8,3.0,0.533333333,2.0,2,4.0,3.0,4.0,3.0,4.994213,8.975153,5.0,7.0,4.0,24.0,171360.0,16.0,10.0,0.0,2.0,-2.77763,-2.77763,4.0,7.0,-0.49825,0.477912926,-2,2,16,0,0,0,0,0,0,0,0,0,P2441,True
1.184008,5.428571429,4.0,0.271428571,4.0,3,3.0,3.0,1.0,7.0,5.760869,9.779191,10.0,8.0,3.0,57.0,4200000000000.0,40.0,21.0,0.0,3.0,3.980723,-2.86711,3.0,14.0,-0.43978,0.482573806,-5,2,38,0,0,0,0,0,0,0,0,0,P2442,True
1.018288,5.52,4.0,0.23,4.0,4,3.0,3.0,1.0,8.0,6.109795,11.10096,12.0,9.0,3.0,69.0,1219732940084344.0,52.0,25.0,0.0,3.0,4.364314,-2.99192,3.0,17.0,-0.4397,0.351273028,-8,3,46,0,0,0,0,0,0,0,0,0,P2443,True
1.472616,5.4,4.0,0.284210526,4.0,3,3.0,3.0,1.0,8.0,5.761862,10.45072,10.0,9.0,3.0,54.0,832000000000.0,39.0,20.0,0.0,3.0,3.715453,-2.74323,3.0,12.0,-0.62281,0.47738787,-6,1,36,0,0,0,0,0,0,0,0,0,P2444,True
2.763932,4.5,3.0,0.642857143,2.0,2,4.0,3.0,8.0,2.0,4.541381,7.236068,4.0,5.0,4.0,18.0,8640.0,12.0,8.0,0.0,2.0,-2.30278,-2.30278,4.0,6.0,0.128205128,0.512821,0,2,12,0,0,0,0,0,0,0,0,0,P2445,True
1.349975,5.368421053,4.0,0.298245614,3.0,3,3.0,3.0,1.0,7.0,5.867764,10.59126,9.0,9.0,3.0,51.0,139000000000.0,38.0,19.0,0.0,2.0,3.672967,-2.76271,3.0,12.0,-0.57711,0.446467399,-7,3,34,0,0,0,0,0,0,0,0,0,P2446,True
1.044143,5.612903226,4.0,0.187096774,4.0,5,3.0,3.0,1.0,11.0,6.085978,11.47079,15.0,10.0,3.0,87.0,1.921116466535108e+19,62.0,31.0,0.0,3.0,4.522776,-3.11144,3.0,20.0,-0.58754,0.357443218,-8,3,58,0,0,0,0,0,0,0,0,0,P2447,True
0.842522,5.666666667,4.0,0.161904762,5.0,6,3.0,3.0,1.0,12.0,6.182043,11.45843,18.0,10.0,3.0,102.0,4.5704402058124684e+22,72.0,36.0,0.0,3.0,4.869008,-3.06454,3.0,24.0,-0.52397,0.311486616,-8,3,68,0,0,0,0,0,0,0,0,0,P2448,True
1.624315,5.25,4.0,0.35,3.0,3,3.0,3.0,1.0,5.0,5.505773,9.539571,8.0,8.0,3.0,42.0,1930000000.0,29.0,16.0,0.0,2.0,3.180764,-2.68571,3.0,11.0,-0.56561,0.587496323,-4,2,28,0,0,0,0,0,0,0,0,0,P2449,True
1.240148,5.454545455,4.0,0.25974026,4.0,4,3.0,3.0,1.0,7.0,5.798658,10.46607,11.0,9.0,3.0,60.0,20400000000000.0,43.0,22.0,0.0,3.0,3.930603,-2.74914,3.0,15.0,-0.5955,0.479817106,-5,2,40,0,0,0,0,0,0,0,0,0,P2450,True
1.133079,5.6,4.0,0.193103448,4.0,5,3.0,3.0,1.0,10.0,5.866683,10.17356,15.0,8.0,3.0,84.0,7.562715697537036e+18,57.0,30.0,0.0,3.0,4.41437,-3.06824,3.0,20.0,-0.41108,0.452438145,-5,2,56,0,0,0,0,0,0,0,0,0,P2451,True
0.98106,5.538461538,4.0,0.221538462,5.0,4,3.0,3.0,1.0,8.0,6.104535,12.34314,13.0,11.0,3.0,72.0,7292461575611458.0,52.0,26.0,0.0,3.0,4.31303,-3.07364,3.0,18.0,-0.78993,0.374033588,-10,3,48,0,0,0,0,0,0,0,0,0,P2452,True
